Lambda,Policy,Total Latency (s),Total Latency std (s),Avg Inference Time (s),Inference Time std (s),Avg Device Queue Length,Avg Cloud Queue Length
2.2,HERO,0.12826754760897524,0.03482711475168647,0.12665179418792155,0.03309268824429968,0.0021953849641762574,0.0013654696986246711
2.3000000000000003,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.1542363107353871,0.06079473653990101,0.12698866917974544,0.022297443804533718,0.0627788115459654,0.0
2.3000000000000003,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.1625133508984566,0.08105898709525104,0.13066909341606925,0.04671410655220664,0.0,0.07336947054366336
2.3000000000000003,Round Robin 2x Device,0.12878864160556344,0.025035758687270863,0.12697719864038934,0.022287932507661593,0.0,0.0
2.3000000000000003,Round Robin 2x Cloud,0.1332967943574214,0.049162318673119265,0.13084352723706413,0.046850382376747546,0.0,0.0
2.3000000000000003,Round Robin (Device/Cloud),0.13098577085616442,0.03904542838229287,0.1288575781378179,0.03670722597273778,0.00210236661020318,0.002801009248792822
2.3000000000000003,Stateless Threshold,0.13806777961409977,0.050248087363016246,0.1263832727162267,0.03555769717653919,0.014627080435249433,0.01229413119647909
2.3000000000000003,HERO,0.128441160539406,0.03505858075776732,0.126679933677232,0.03316869847503335,0.0024961305679958887,0.0015617526691525088
2.4000000000000004,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.15592777855268802,0.0627942281301526,0.12699111556561,0.0222882419872777,0.06956904057424178,0.0
2.4000000000000004,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.16454123652111982,0.0831678074964321,0.13066925877964214,0.04671344148480426,0.0,0.08143445838545328
2.4000000000000004,Round Robin 2x Device,0.12894479411712645,0.02524199784694059,0.12697964502625392,0.02227660340048072,0.0,0.0
2.4000000000000004,Round Robin 2x Cloud,0.1335076431887802,0.04936315436468536,0.13084361080277618,0.04684957114823888,0.0,0.0
2.4000000000000004,Round Robin (Device/Cloud),0.13117324637351854,0.03923963327221902,0.12886025480367697,0.03670248755679242,0.0023830734054941746,0.003177782984200001
2.4000000000000004,Stateless Threshold,0.1386692163747929,0.051016622010676825,0.1263705363849214,0.03559531224706823,0.016087330182636382,0.01348095316290437
2.4000000000000004,HERO,0.12861917256275016,0.03528854673034989,0.12670031474535642,0.03322429232621437,0.00283219589418047,0.001781090748804352
2.5000000000000004,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.1577069148265508,0.06488201239813202,0.127006871972129,0.022282896382145638,0.0768838794491792,0.0
2.5000000000000004,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.16665094789262988,0.08537331798681375,0.13067023097644667,0.04671472613131021,0.0,0.09010859713727336
2.5000000000000004,Round Robin 2x Device,0.129125219404732,0.025487326835166576,0.12699540143277294,0.02227943786357444,0.0,0.0
2.5000000000000004,Round Robin 2x Cloud,0.13372753740927307,0.04957385728296651,0.13084452117269751,0.046849980027747797,0.0,0.0
2.5000000000000004,Round Robin (Device/Cloud),0.13137124938897515,0.039459163701183554,0.1288645577852282,0.03670698113714042,0.0026895643047488856,0.0035880882887692565
2.5000000000000004,Stateless Threshold,0.13929009896241346,0.05167334523419334,0.12637035406708313,0.03557563850277937,0.017565280036642716,0.014790385566966444
2.5000000000000004,HERO,0.12882621572768543,0.03555673517306583,0.12674404328311056,0.033313864352267596,0.003200467685798709,0.0020140372362695137
2.6,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.15951087147251222,0.06694706224728085,0.1269887352406878,0.022271240221638306,0.08470493299946052,0.0
2.6,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.16883593801114744,0.08766162978149185,0.13066910055290729,0.046714051121827395,0.0,0.09940676111818834
2.6,Round Robin 2x Device,0.1292761550424245,0.025734218779492026,0.12697726470133167,0.022274832463738875,0.0,0.0
2.6,Round Robin 2x Cloud,0.13395382805041928,0.04979183696751206,0.13084355012456755,0.04684943266882685,0.0,0.0
2.6,Round Robin (Device/Cloud),0.13156672255968907,0.03967842210405231,0.12886180259387683,0.036702128164633904,0.003014051437344306,0.004030999298581643
2.6,Stateless Threshold,0.13984242991231596,0.05233280306001695,0.12634701407100257,0.03548312393439884,0.019248869183322196,0.015900375981607318
2.6,HERO,0.12900028933844898,0.03579578816185074,0.1267482505246534,0.03338297967256447,0.0035855829361306647,0.0022799245400318387
2.7,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.16143355834778592,0.06917753051165547,0.12699832531349847,0.022278964535340666,0.09313717812890805,0.0
2.7,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.1711150250027732,0.09003931420988431,0.13066958336676224,0.04671448947714229,0.0,0.1093930522087117
2.7,Round Robin 2x Device,0.12946495969812838,0.02601723830482963,0.12698685477414234,0.022291559876577667,0.0,0.0
